mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_SVM__alpha,param_SVM__n_iter,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0.5197999477386475,0.006600761413574218,0.558956346970064,0.5592484141632736,0.1,428,"{'SVM__alpha': 0.1, 'SVM__n_iter': 428}",14,0.5617180532286432,0.5591766648843445,0.5700282563576805,0.5557864846881312,0.5499665167504539,0.5607841908462325,0.5630999648188169,0.5596377519983065,0.5499405270476286,0.5608569783993539,0.078493470537742,0.010229664812128348,0.007866434678646,0.0018486631126947751
0.5517992973327637,0.001001453399658203,0.5737742110328367,0.5741605984725563,0.03162277660168379,428,"{'SVM__alpha': 0.03162277660168379, 'SVM__n_iter': 428}",11,0.5788887177034188,0.5724765484426783,0.5926931307291888,0.570760140349703,0.5601707804200642,0.5779654024644674,0.5767302056039051,0.5730463246493169,0.560338309863364,0.5765545764566158,0.08120487300833354,1.7298085353104643e-06,0.01231520800335671,0.002677626191483477
0.6155983924865722,0.0016006946563720704,0.5851426513210636,0.5885052934405164,0.01,428,"{'SVM__alpha': 0.01, 'SVM__n_iter': 428}",9,0.5894413160523843,0.5879185030437125,0.6045569262092979,0.5841273743280853,0.5742819212638783,0.5907655755341806,0.592643148249521,0.584150598052103,0.5647419797542932,0.5955644162445005,0.10522089973515236,0.0004898439626347114,0.014039153068743055,0.004322359553653715
0.5349997043609619,0.001400899887084961,0.5918163674561983,0.596876297267652,0.0031622776601683794,428,"{'SVM__alpha': 0.0031622776601683794, 'SVM__n_iter': 428}",8,0.5968099094697741,0.5971854654752636,0.6149884624941512,0.5918783921853187,0.5839812421357379,0.5976358105458351,0.5949677324708736,0.596162193486087,0.5682777112942465,0.6015196246457564,0.1170299539392946,0.0007995623810807148,0.015408149275876432,0.003089399098965575
0.6103996276855469,0.011000919342041015,0.6053237154330245,0.6093911849870535,0.001,428,"{'SVM__alpha': 0.001, 'SVM__n_iter': 428}",5,0.6026865453329151,0.6162690414684165,0.6366100841157729,0.6069510412654285,0.5996486862295778,0.6073637255725302,0.6090788733146878,0.6073584482317821,0.5785498470275069,0.6090136683971101,0.08905009441012166,0.012312024272247975,0.01870209550065354,0.00351124879009923
0.5385988235473633,0.0008007049560546875,0.6194534917158456,0.6211234870763429,0.00031622776601683794,428,"{'SVM__alpha': 0.00031622776601683794, 'SVM__n_iter': 428}",3,0.6235504242934948,0.6280398784583936,0.6502410339623713,0.6148744564771746,0.5982440197648521,0.6151912270637595,0.6316363053509357,0.6199295686442063,0.593528926222297,0.6275823047381809,0.04831906877341599,0.0004003555448577296,0.0211394811025031,0.0057483967999331425
0.5466006755828857,0.0010003089904785157,0.6336355552288944,0.6345180270185166,0.0001,428,"{'SVM__alpha': 0.0001, 'SVM__n_iter': 428}",1,0.6443732545916023,0.6461698413540946,0.6761401495516671,0.6302692258000842,0.6009397496204553,0.6244725936446778,0.6433328941345225,0.6290785830712211,0.6032821734636078,0.6425998912225053,0.05714400104361024,3.6176827885419193e-06,0.028304393926518408,0.00836219947430402
0.538197374343872,0.002000904083251953,0.6317244930186441,0.6301411213284338,3.1622776601683795e-05,428,"{'SVM__alpha': 3.1622776601683795e-05, 'SVM__n_iter': 428}",2,0.6366221378304743,0.6313178224373972,0.6779074841388862,0.6472737643824373,0.5902805755949446,0.604656542798853,0.6470462521626014,0.6239956708891312,0.6066701621458619,0.6434618061343503,0.059031947803600805,0.0008951087584715208,0.03077595963315132,0.015228808431040195
0.49139909744262694,0.001002025604248047,0.6102805673441787,0.6139256064621808,1e-05,428,"{'SVM__alpha': 1e-05, 'SVM__n_iter': 428}",4,0.6124653584690964,0.6038090087602865,0.6251011883079098,0.6246516005073965,0.5965519723875254,0.6026027142615143,0.6136881063603684,0.6045956884633525,0.6035633512589837,0.6339690203183538,0.0517910212965173,8.714517060516867e-07,0.009690622353486845,0.01291809733654748
0.4643977642059326,0.001000356674194336,0.5918297349333009,0.5883136550612242,3.162277660168379e-06,428,"{'SVM__alpha': 3.162277660168379e-06, 'SVM__n_iter': 428}",7,0.5985876392080692,0.5805983871594107,0.5897098468777096,0.5829218750020728,0.5914599375975462,0.59184751073165,0.6246346612984799,0.5853583563857556,0.5547370761222096,0.6008421460272323,0.09520005610403665,1.0047582390644778e-06,0.0223603405992934,0.007304541916492633
0.5034003734588623,0.0017998695373535156,0.601342138586976,0.589234305025806,1e-06,428,"{'SVM__alpha': 1e-06, 'SVM__n_iter': 428}",6,0.5944853721119511,0.5901175654392949,0.6359106474632468,0.590405709842833,0.5871699160586933,0.57887239043323,0.6095776129952136,0.5832368823196146,0.5795314337305593,0.6035389770940577,0.10479712947480548,0.0014694905045084918,0.019932611824610258,0.008367966710308905
0.48279948234558107,0.0014018535614013672,0.5713814706133259,0.5729417075039536,3.162277660168379e-07,428,"{'SVM__alpha': 3.162277660168379e-07, 'SVM__n_iter': 428}",12,0.6243096901103824,0.6060241222316982,0.5574414603646181,0.5554436290894655,0.5711332732944031,0.5686402102749655,0.5445630583088491,0.5437387988654057,0.5593024798432649,0.5908617770582326,0.09766134485623035,0.000488954165135403,0.027809584414835532,0.02277310060843993
0.5508001327514649,0.0014004707336425781,0.5597129332686773,0.5639955377091863,1e-07,428,"{'SVM__alpha': 1e-07, 'SVM__n_iter': 428}",13,0.6086309831898559,0.5971020530171076,0.5427812699298784,0.5280688136863504,0.5569503664593376,0.5812835685175163,0.5711429175569498,0.5592740256646215,0.5189205942133519,0.5542492276603358,0.09454995856724951,0.000488519680214952,0.02995338097048446,0.02367669782563314
0.44520010948181155,0.0014009952545166015,0.5303570113730147,0.5297995238009368,3.162277660168379e-08,428,"{'SVM__alpha': 3.162277660168379e-08, 'SVM__n_iter': 428}",17,0.5717737207717616,0.5585943632827358,0.594426178322555,0.5783980286174245,0.4004660940781964,0.4011197307676662,0.586449313061365,0.5697177307739246,0.49841820510765583,0.5411677655629329,0.07493550715314555,0.0007995133252932275,0.07327156379008282,0.0655318956767826
0.48039946556091306,0.0012014389038085937,0.5482344459872353,0.5448151669990133,1e-08,428,"{'SVM__alpha': 1e-08, 'SVM__n_iter': 428}",15,0.5538437904800981,0.5398149437296594,0.6052272572139542,0.5969597081008345,0.4302027966550256,0.4207187763470603,0.596100955959226,0.5740242015125502,0.55568062911381,0.5925582053049622,0.07264863375711707,0.00040004513062365753,0.0625193647776452,0.06523271414896262
0.4886002063751221,0.000800323486328125,0.5410159522440916,0.5490372762482517,3.1622776601683795e-09,428,"{'SVM__alpha': 3.1622776601683795e-09, 'SVM__n_iter': 428}",16,0.6046553126783276,0.5928767366125012,0.44109866161327743,0.43626595366002124,0.5487732090536533,0.561954783676813,0.5818521240243107,0.5637784897113421,0.528653602086783,0.5903104175805811,0.06740594684988865,0.00040016336254341324,0.05644223334138716,0.057839272214123015
0.47600088119506834,0.0009982585906982422,0.5789420721566227,0.5809765764311746,1e-09,428,"{'SVM__alpha': 1e-09, 'SVM__n_iter': 428}",10,0.6041049200227758,0.5721666968242611,0.6059106992767066,0.5912135116058252,0.5858908966764422,0.5907291458141934,0.5434058373596997,0.5580676966107547,0.555265654154934,0.5927058313008383,0.039641668204480576,3.3310411828180276e-06,0.025425387490693178,0.013710679227907543
